ESC1212206001S1K	stools_11036150	na	NZ_CP047876.1	4775730	1394518	29.2001	1387869	99.5232	1383498	99.6851	6649	0.4768	1390109	99.6838	11762	0.8434	7353	62.5149	785	6.6740	4569	38.8454	5976	50.8077	77244	42.6519	45132	68.2332	0.9838
ESC1212206001S1K	stools_11051101	na	NZ_CP047876.1	4775730	1158159	24.2509	1152008	99.4689	1147541	99.6122	6151	0.5311	1153661	99.6116	11364	0.9812	6866	60.4189	839	7.3830	3874	34.0901	6260	55.0862	77244	42.6519	28111	100.0000	0.9865
ESC1212206001S1K	stools_11051150	na	NZ_CP047876.1	4775730	1244986	26.0690	1240028	99.6018	1235826	99.6611	4958	0.3982	1240738	99.6588	9705	0.7795	5457	56.2287	633	6.5224	4870	50.1803	3661	37.7228	77244	42.6519	22678	100.0000	0.9858
ESC1212206001S1K	stools_11051501	na	NZ_CP047876.1	4775730	1261910	26.4234	1255932	99.5263	1251786	99.6699	5978	0.4737	1257708	99.6670	10801	0.8559	6599	61.0962	751	6.9531	4694	43.4589	4724	43.7367	77244	42.6519	28469	100.0000	0.9864
ESC1212206001S1K	stools_12080501	na	NZ_CP062871.1	4987664	500860	10.0420	500505	99.9291	498284	99.5562	355	0.0709	498638	99.5564	2808	0.5606	586	20.8689	233	8.2977	474	16.8803	2084	74.2165	257810	53.4110	197207	79.8014	0.9619
ESC1232905001S1K	stools_11018102	na	NZ_CP098223.1	4841244	341381	7.0515	340956	99.8755	340017	99.7246	425	0.1245	340440	99.7244	1454	0.4259	513	35.2820	96	6.6025	719	49.4498	626	43.0536	52842	0.0000	41600	0.0000	0.9820
ESC1247104001S1K	stools_11033501	na	NZ_CP007265.1	4758629	262994	5.5267	261270	99.3445	259502	99.3233	1724	0.6555	261214	99.3232	3709	1.4103	1929	52.0086	242	6.5247	1674	45.1335	1467	39.5524	122065	87.2388	91745	87.3050	0.9879
ESC1247104001S1K	stools_11038101	na	NZ_CP007265.1	4758629	197380	4.1478	196641	99.6256	195117	99.2250	739	0.3744	195845	99.2223	2356	1.1936	821	34.8472	96	4.0747	1404	59.5925	728	30.8998	122065	87.2388	98494	68.1808	0.9860
ESC1247104001S1K	stools_11045101	na	NZ_CP007265.1	4758629	324001	6.8087	322629	99.5765	320389	99.3057	1372	0.4235	321751	99.3056	3961	1.2225	1711	43.1962	359	9.0634	1297	32.7443	2215	55.9202	122065	100.0000	151968	45.3010	0.9802
ESC1358302001S1K	stools_11005101	na	NZ_AP022177.1	4733200	383359	8.0994	382206	99.6992	379940	99.4071	1153	0.3008	381084	99.4066	3574	0.9323	1299	36.3458	157	4.3928	2098	58.7017	1280	35.8142	60568	68.1201	196938	23.5531	0.9653
ESC1358302001S1K	stools_11018102	na	NZ_AP022177.1	4733200	583656	12.3311	581459	99.6236	578512	99.4932	2197	0.3764	580689	99.4917	5398	0.9249	2431	45.0352	315	5.8355	3206	59.3924	1757	32.5491	60568	91.0514	87348	64.5865	0.9926
ESC1358302001S1K	stools_11034101	na	NZ_AP022177.1	4733200	761921	16.0974	757142	99.3728	753690	99.5441	4779	0.6272	758442	99.5434	8592	1.1277	5113	59.5088	544	6.3315	4694	54.6322	2956	34.4041	60568	91.0514	53229	90.2985	0.9969
ESC1358302001S1K	stools_11037150	na	NZ_CP028117.1	5198840	2695004	51.8386	2684045	99.5934	2678789	99.8042	10959	0.4066	2689715	99.8037	17563	0.6517	12274	69.8856	1650	9.3948	9421	53.6412	6024	34.2994	121735	60.3080	124655	62.0986	0.9778
ESO1212204120S1K	stools_11038150	na	NZ_LR882493.1	4841444	204444	4.2228	204108	99.8357	202720	99.3200	336	0.1643	203054	99.3201	2619	1.2810	1229	46.9263	897	34.2497	1139	43.4899	523	19.9695	361789	47.6916	156185	100.0000	0.9656
ESO1212204120S1K	stools_11108150	na	NZ_LR882493.1	4841444	661565	13.6646	659325	99.6614	653615	99.1340	2240	0.3386	655833	99.1336	9978	1.5082	4246	42.5536	2047	20.5151	4421	44.3075	2864	28.7031	361789	51.5662	136713	100.0000	0.9487
ESO1212204120S1K	stools_12062501	na	NZ_LR882493.1	4841444	691908	14.2914	689387	99.6356	683692	99.1739	2521	0.3644	686201	99.1752	11561	1.6709	5854	50.6358	3369	29.1411	2638	22.8181	5060	43.7678	361789	52.8692	173853	100.0000	0.9556
ESO1212204120S1K	stools_12065150	na	NZ_LR882493.1	4841444	1178260	24.3370	1175184	99.7389	1172221	99.7479	3076	0.2611	1175287	99.7477	16277	1.3814	13304	81.7350	10264	63.0583	1556	9.5595	3872	23.7882	361789	78.8999	285777	86.0475	0.9564
ESO1212204120S1K	stools_12068102	na	NZ_LR882493.1	4841444	1235271	25.5145	1230701	99.6300	1226454	99.6549	4570	0.3700	1231015	99.6555	16632	1.3464	12376	74.4108	7894	47.4627	2714	16.3179	4791	28.8059	361789	57.8826	144133	90.0731	0.9434
ESO1212204120S1K	stools_12068150	na	NZ_LR882493.1	4841444	988518	20.4178	983355	99.4777	979113	99.5686	5163	0.5223	984257	99.5690	15403	1.5582	11142	72.3366	6067	39.3884	2521	16.3669	5608	36.4085	361789	68.3802	163435	95.8999	0.9453
ESO1212204120S1K	stools_12080101	na	NZ_LR882493.1	4841444	448693	9.2678	447715	99.7820	445267	99.4532	978	0.2180	446240	99.4533	5676	1.2650	3223	56.7829	2259	39.7992	1749	30.8140	1413	24.8943	361789	64.9271	236087	92.8132	0.9564
ESO1212204120S1K	stools_12087501	na	NZ_LR882493.1	4841444	136779	2.8252	136116	99.5153	131518	96.6220	663	0.4847	132150	96.6157	5637	4.1212	1008	17.8819	382	6.7767	1565	27.7630	3699	65.6200	361789	63.6205	172664	92.7246	0.9498
ESO1212204120S1K	stools_12096150	na	NZ_LR882493.1	4841444	59781	1.2348	59701	99.8662	59248	99.2412	80	0.1338	59328	99.2422	763	1.2763	310	40.6291	230	30.1442	336	44.0367	192	25.1638	361789	56.8434	464029	51.5229	0.9178
ESO1212204120S1K	stools_12111102	na	NZ_LR882493.1	4841444	453121	9.3592	451866	99.7230	447074	98.9395	1255	0.2770	448312	98.9387	7209	1.5910	2400	33.2917	1177	16.3268	3961	54.9452	1763	24.4555	361789	64.6263	183189	93.9576	0.9527
ESO1212206220S1K	stools_11007150	na	NZ_LR134231.1	4594692	1089796	23.7186	1080814	99.1758	1076029	99.5573	8982	0.8242	1084888	99.5496	14010	1.2856	9102	64.9679	709	5.0607	6074	43.3547	6498	46.3812	63235	44.0958	54887	72.6092	0.9876
ESO1212206220S1K	stools_11011150	na	NZ_CP100544.1	4679910	324720	6.9386	322405	99.2871	318122	98.6715	2315	0.7129	320393	98.6675	6822	2.1009	2495	36.5729	250	3.6646	5712	83.7291	749	10.9792	42404	70.6867	69777	45.2226	0.9886
ESO1212206220S1K	stools_11038101	na	NZ_LR134231.1	4594692	1983249	43.1639	1969117	99.2874	1966256	99.8547	14132	0.7126	1980356	99.8541	17192	0.8669	14299	83.1724	379	2.2045	11965	69.5963	4669	27.1580	63235	34.2200	28166	70.1023	0.9880
ESO1212206220S1K	stools_11038501	na	NZ_LR134231.1	4594692	416022	9.0544	413634	99.4260	412622	99.7553	2388	0.5740	415003	99.7551	3472	0.8346	2453	70.6509	75	2.1601	2584	74.4240	771	22.2062	63235	79.1587	162476	53.4805	0.9646
ESO1212206220S1K	stools_11044501	na	NZ_LR134231.1	4594692	1908256	41.5318	1892354	99.1667	1888956	99.8204	15902	0.8333	1904826	99.8203	19564	1.0252	16134	82.4678	607	3.1026	11035	56.4046	7761	39.6698	63235	52.7002	49308	76.2635	0.9897
ESO1212206220S1K	stools_11046101	na	NZ_CP100544.1	4679910	763213	16.3083	758328	99.3599	749736	98.8670	4885	0.6401	754527	98.8619	13732	1.7992	5046	36.7463	308	2.2429	12285	89.4626	920	6.6997	42404	86.8385	38491	79.9745	0.9937
ESO1212206220S1K	stools_11107501	na	NZ_LR134231.1	4594692	500605	10.8953	498324	99.5444	496512	99.6364	2281	0.4556	498778	99.6350	4327	0.8644	2500	57.7768	243	5.6159	2843	65.7037	1166	26.9471	63235	100.0000	157531	51.5733	0.9776
ESO1212206220S1K	stools_12058150	na	NZ_LR134231.1	4594692	369156	8.0344	367219	99.4753	365618	99.5640	1937	0.5247	367545	99.5636	3650	0.9887	2039	55.8630	115	3.1507	2572	70.4658	940	25.7534	63235	80.6436	118020	61.2913	0.9825
ESO1212206220S1K	stools_12060501	na	NZ_LR134231.1	4594692	1451068	31.5814	1441170	99.3179	1434618	99.5454	9898	0.6821	1444469	99.5452	16678	1.1494	10079	60.4329	359	2.1525	7805	46.7982	8246	49.4424	63235	72.0392	68981	75.8470	0.9892
ESO1212206220S1K	stools_12062101	na	NZ_LR134231.1	4594692	1459239	31.7592	1449923	99.3616	1445622	99.7034	9316	0.6384	1454907	99.7031	13761	0.9430	9429	68.5197	215	1.5624	8059	58.5641	5398	39.2268	63235	49.2639	60817	67.4039	0.9877
ESO1212206220S1K	stools_12072101	na	NZ_LR134231.1	4594692	955767	20.8015	947434	99.1281	945351	99.7801	8333	0.8719	953667	99.7803	10553	1.1041	8453	80.1004	251	2.3785	6295	59.6513	3899	36.9468	63235	39.3216	30305	100.0000	0.9904
ESO1212206220S1K	stools_12084101	na	NZ_LR134231.1	4594692	1719078	37.4144	1704611	99.1584	1701725	99.8307	14467	0.8416	1716156	99.8300	17786	1.0346	14864	83.5713	828	4.6553	8908	50.0843	7830	44.0234	63235	77.2246	45884	100.0000	0.9936
ESO1212206220S1K	stools_12084102	na	NZ_LR134231.1	4594692	3149416	68.5447	3133311	99.4886	3128190	99.8366	16105	0.5114	3144253	99.8361	21859	0.6941	16696	76.3804	774	3.5409	14934	68.3197	5894	26.9637	63235	58.6779	44020	100.0000	0.9924
ESO1212206220S1K	stools_12098150	na	NZ_LR134231.1	4594692	431216	9.3851	428433	99.3546	426213	99.4818	2783	0.6454	428976	99.4805	5131	1.1899	2891	56.3438	143	2.7870	3142	61.2356	1804	35.1588	63235	80.6436	97381	65.2345	0.9870
ESO1212703120S1K	stools_11007150	na	NZ_LR134231.1	4594692	626901	13.6440	624088	99.5513	620166	99.3716	2813	0.4487	622944	99.3688	6868	1.0955	2911	42.3850	177	2.5772	1970	28.6838	4627	67.3704	75987	37.5117	54887	72.6092	0.9850
ESO1212703120S1K	stools_11038101	na	NZ_LR134231.1	4594692	1086720	23.6516	1082447	99.6068	1079944	99.7688	4273	0.3932	1084210	99.7690	6871	0.6323	4361	63.4697	171	2.4887	3843	55.9307	2705	39.3684	75987	27.3205	28166	70.1023	0.9857
ESO1212703120S1K	stools_11038501	na	NZ_LR134231.1	4594692	227396	4.9491	227021	99.8351	226366	99.7115	375	0.1649	226740	99.7115	1100	0.4837	444	40.3636	70	6.3636	628	57.0909	391	35.5455	75987	64.5255	162476	66.0381	0.9646
ESO1212703120S1K	stools_11041101	na	NZ_CP022086.2	5256950	443464	8.4358	441506	99.5585	437406	99.0714	1958	0.4415	439347	99.0716	6150	1.3868	2033	33.0569	114	1.8537	4314	70.1463	1469	23.8862	138347	54.9878	106142	59.7030	0.9724
ESO1212703120S1K	stools_11041102	na	NZ_CP022086.2	5256950	288710	5.4920	286361	99.1864	283439	98.9796	2349	0.8136	285752	98.9754	5953	2.0619	2995	50.3108	732	12.2963	2045	34.3524	2970	49.8908	138347	77.6049	179995	76.3993	0.9775
ESO1212703120S1K	stools_11044501	na	NZ_LR134231.1	4594692	1038193	22.5955	1032815	99.4820	1030050	99.7323	5378	0.5180	1035417	99.7326	8251	0.7947	5475	66.3556	231	2.7997	3471	42.0676	4327	52.4421	75987	57.7165	49308	88.5110	0.9893
ESO1212703120S1K	stools_11104101	na	NZ_CP022086.2	5256950	445843	8.4810	444244	99.6414	440177	99.0845	1599	0.3586	441765	99.0853	5845	1.3110	1767	30.2310	187	3.1993	4017	68.7254	1502	25.6972	138347	52.3293	129597	63.7314	0.9773
ESO1212703120S1K	stools_11107501	na	NZ_LR134231.1	4594692	254802	5.5456	254290	99.7991	253205	99.5733	512	0.2009	253710	99.5714	1720	0.6750	628	36.5116	123	7.1512	874	50.8140	678	39.4186	75987	71.3412	157531	51.5733	0.9700
ESO1212703120S1K	stools_12058150	na	NZ_LR134231.1	4594692	193955	4.2213	193409	99.7185	192407	99.4819	546	0.2815	192949	99.4813	1597	0.8234	591	37.0069	51	3.1935	999	62.5548	529	33.1246	75987	61.3184	118020	61.2913	0.9777
ESO1212703120S1K	stools_12060501	na	NZ_LR134231.1	4594692	795098	17.3047	792193	99.6346	788118	99.4856	2905	0.3654	791016	99.4866	7181	0.9032	3099	43.1555	256	3.5650	2324	32.3632	4454	62.0248	75987	45.6117	68981	75.8470	0.9844
ESO1212703120S1K	stools_12062101	na	NZ_LR134231.1	4594692	806967	17.5630	804515	99.6961	801580	99.6352	2452	0.3039	804025	99.6354	5475	0.6785	2533	46.2648	121	2.2100	2476	45.2237	2813	51.3790	75987	36.9616	60817	67.4039	0.9836
ESO1212703120S1K	stools_12068150	na	NZ_CP022086.2	5256950	428583	8.1527	425286	99.2307	419397	98.6153	3297	0.7693	422658	98.6175	10091	2.3545	4166	41.2843	941	9.3251	3183	31.5430	5605	55.5445	138347	77.4249	118608	83.6621	0.9824
ESO1212703120S1K	stools_12072101	na	NZ_LR134231.1	4594692	530513	11.5462	527356	99.4049	525748	99.6951	3157	0.5951	528894	99.6948	4829	0.9103	3210	66.4734	103	2.1329	2208	45.7238	2438	50.4866	75987	37.2116	30305	100.0000	0.9886
ESO1212703120S1K	stools_12084101	na	NZ_LR134231.1	4594692	908335	19.7692	902810	99.3917	900439	99.7374	5525	0.6083	905953	99.7378	8097	0.8914	5715	70.5817	347	4.2855	3125	38.5945	4402	54.3658	75987	55.3345	45884	100.0000	0.9893
ESO1212703120S1K	stools_12084102	na	NZ_LR134231.1	4594692	1650244	35.9163	1646144	99.7516	1641529	99.7196	4100	0.2484	1645617	99.7196	8995	0.5451	4368	48.5603	302	3.3574	5308	59.0106	3277	36.4314	75987	47.2344	44020	100.0000	0.9890
ESO1212703120S1K	stools_12098150	na	NZ_LR134231.1	4594692	222650	4.8458	221880	99.6542	220603	99.4245	770	0.3458	221368	99.4242	2117	0.9508	835	39.4426	78	3.6845	1046	49.4095	960	45.3472	75987	61.3184	97381	65.2345	0.9829
ESO1212705120S1K	stools_11030101	na	NZ_CP070930.1	4668053	2570989	55.0763	2567399	99.8604	2559540	99.6939	3590	0.1396	2563116	99.6938	12392	0.4820	4519	36.4671	957	7.7227	2279	18.3909	9132	73.6927	303147	70.7683	175176	89.9273	0.9562
ESO1212705120S1K	stools_11053501	na	NZ_CP070930.1	4668053	3918290	83.9384	3917258	99.9737	3917171	99.9978	1032	0.0263	3918203	99.9978	6781	0.1731	6694	98.7170	5961	87.9074	238	3.5098	405	5.9726	303147	67.0704	167767	100.0000	0.9690
ESO1212705120S1K	stools_12117101	na	NZ_CP070930.1	4668053	1846247	39.5507	1844462	99.9033	1835699	99.5249	1785	0.0967	1837471	99.5247	11365	0.6156	2589	22.7805	817	7.1887	1058	9.3093	9442	83.0796	303147	55.3659	235559	79.2595	0.9457
ESO1213404120S1K	stools_11047101	na	NZ_CP042585.1	4733770	351310	7.4214	350269	99.7037	348824	99.5875	1041	0.2963	349861	99.5875	3163	0.9003	1714	54.1891	700	22.1309	1417	44.7992	645	20.3920	64147	36.2823	53118	25.6787	0.9809
ESO1213404320S1K	stools_11007150	na	NZ_LR134231.1	4594692	269979	5.8759	268860	99.5855	266858	99.2554	1119	0.4145	267957	99.2511	3209	1.1886	1187	36.9897	108	3.3655	805	25.0857	2248	70.0530	45282	84.9852	54887	85.7125	0.9925
ESO1213404320S1K	stools_11038101	na	NZ_LR134231.1	4594692	555717	12.0948	553331	99.5706	551819	99.7267	2386	0.4294	554199	99.7268	4047	0.7282	2529	62.4907	198	4.8925	2116	52.2856	1579	39.0166	45282	69.2836	28166	100.0000	0.9937
ESO1213404320S1K	stools_11038501	na	NZ_LR134231.1	4594692	97460	2.1211	97265	99.7999	96864	99.5877	195	0.2001	97058	99.5875	651	0.6680	249	38.2488	56	8.6022	334	51.3057	245	37.6344	45282	46.8067	162476	32.0607	0.9646
ESO1213404320S1K	stools_11044501	na	NZ_LR134231.1	4594692	545467	11.8717	542370	99.4322	540644	99.6818	3097	0.5678	543732	99.6819	5005	0.9176	3270	65.3347	255	5.0949	1871	37.3826	2699	53.9261	45282	100.0000	49308	87.7525	0.9950
ESO1213404320S1K	stools_11107501	na	NZ_LR134231.1	4594692	163841	3.5659	163499	99.7913	162743	99.5376	342	0.2087	163082	99.5367	1273	0.7770	514	40.3771	178	13.9827	641	50.3535	422	33.1500	45282	100.0000	157531	41.4877	0.9752
ESO1213404320S1K	stools_12058150	na	NZ_LR134231.1	4594692	143186	3.1163	142705	99.6641	142203	99.6482	481	0.3359	142682	99.6480	1101	0.7689	597	54.2234	136	12.3524	656	59.5822	285	25.8856	45282	100.0000	118020	50.3720	0.9839
ESO1213404320S1K	stools_12060501	na	NZ_LR134231.1	4594692	372496	8.1071	371135	99.6346	368987	99.4212	1361	0.3654	370345	99.4225	3687	0.9898	1536	41.6599	226	6.1296	1122	30.4312	2259	61.2693	45282	84.9852	68981	74.2204	0.9907
ESO1213404320S1K	stools_12062101	na	NZ_LR134231.1	4594692	368031	8.0099	366942	99.7041	365550	99.6206	1089	0.2959	366630	99.6193	2570	0.6983	1169	45.4864	101	3.9300	1251	48.6770	1168	45.4475	45282	47.6812	60817	47.1595	0.9862
